IDDOMAIN,siteID,acceptedTaxonID,sexOrAge,sample_year,mean_density
9,WOOD,DERVAR,Adult,2017,0.05028923541247485
16,ABBY,IXOPAC,Adult,2018,0.006330128205128205
16,ABBY,IXOPAC,Adult,2018,0.007922484893026294
16,ABBY,IXOPAC,Nymph,2018,0.00625
1,BART,DERVAR,Adult,2018,0.007142857142857143
2,BLAN,DERVAR,Adult,2018,0.006024096385542169
2,BLAN,IXOSP,Larva,2018,0.20024580271312734
2,BLAN,DERVAR,Adult,2018,0.00625
2,BLAN,IXOSCA,Adult,2018,0.00625
2,BLAN,AMBAME,Nymph,2018,0.029420731707317075
2,BLAN,IXOSCA,Nymph,2018,0.01461712768398986
11,CLBJ,DERVAR,Adult,2018,0.0075420654544639
11,CLBJ,AMBMAC,Adult,2018,0.006493506493506494
9,DCFS,DERVAR,Adult,2018,0.015000000000000001
9,DCFS,DERVAR,Adult,2018,0.014316608996539793
8,DELA,AMBAME,Nymph,2018,0.012947154471544715
7,GRSM,DERVAR,Adult,2018,0.00625
1,HARV,DERVAR,Adult,2018,0.008278492608606846
1,HARV,IXOSCA,Adult,2018,0.008876050420168067
1,HARV,IXOSP,Larva,2018,0.19780916752665978
1,HARV,DERVAR,Adult,2018,0.006682466374979744
1,HARV,IXOSCA,Adult,2018,0.00992535650623886
1,HARV,DERVAR,Nymph,2018,0.0125
1,HARV,IXOSCA,Nymph,2018,0.01940457292122109
3,JERC,AMBMAC,Adult,2018,0.006573275862068966
14,JORN,IXOSP,Larva,2018,0.012048192771084338
6,KONZ,AMBAME,Adult,2018,0.00625
6,KONZ,DERVAR,Adult,2018,0.008035714285714287
6,KONZ,IXOSP,Larva,2018,2.0875
6,KONZ,AMBAME,Adult,2018,0.0140625
6,KONZ,DERVAR,Adult,2018,0.00625
6,KONZ,AMBAME,Nymph,2018,0.05625
8,LENO,AMBAME,Adult,2018,0.006350806451612904
8,LENO,AMBAME,Nymph,2018,0.016608638221015423
8,LENO,IXOSCA,Nymph,2018,0.00625
7,MLBS,IXOSCA,Nymph,2018,0.009375000000000001
9,NOGP,DERVAR,Adult,2018,0.006202651515151515
9,NOGP,DERVAR,Adult,2018,0.00625
11,OAES,AMBAME,Adult,2018,0.008333333333333333
11,OAES,AMBMAC,Adult,2018,0.0064285714285714285
11,OAES,DERVAR,Adult,2018,0.013917255023570335
11,OAES,AMBMAC,Adult,2018,0.00625
11,OAES,DERVAR,Adult,2018,0.011959251878606717
11,OAES,AMBAME,Nymph,2018,0.00625
15,ONAQ,IXOPAC,Adult,2018,0.006097560975609756
15,ONAQ,IXOPAC,Adult,2018,0.006097560975609756
7,ORNL,AMBAME,Adult,2018,0.012393839182758905
7,ORNL,DERVAR,Adult,2018,0.006199186991869919
7,ORNL,IXOSCA,Adult,2018,0.005988882911959835
7,ORNL,IXOSP,Larva,2018,1.0564545014975397
7,ORNL,AMBAME,Adult,2018,0.011595370160050062
7,ORNL,DERVAR,Adult,2018,0.006270147024137118
7,ORNL,IXOSCA,Adult,2018,0.007152063785763599
7,ORNL,AMBAME,Nymph,2018,0.18592912736935624
7,ORNL,IXOSCA,Nymph,2018,0.010830929152081637
3,OSBS,AMBAME,Adult,2018,0.016810301628270317
3,OSBS,AMBMAC,Adult,2018,0.0058823529411764705
3,OSBS,IXOSP,Larva,2018,0.6325706797870664
3,OSBS,AMBAME,Adult,2018,0.016898542924176498
3,OSBS,AMBAME,Nymph,2018,0.10548975318656074
2,SCBI,AMBAME,Adult,2018,0.008130727129821332
2,SCBI,DERVAR,Adult,2018,0.010725627137517223
2,SCBI,IXOSP,Larva,2018,0.5191098072391427
2,SCBI,AMBAME,Adult,2018,0.00848773571340859
2,SCBI,DERVAR,Adult,2018,0.012328639590795299
2,SCBI,AMBAME,Nymph,2018,0.02960303240930271
2,SCBI,IXOSCA,Nymph,2018,0.032088988640943665
2,SERC,AMBAME,Adult,2018,0.007927944908355869
2,SERC,DERVAR,Adult,2018,0.006024096385542169
2,SERC,IXOSCA,Adult,2018,0.011428571428571429
2,SERC,IXOSP,Larva,2018,0.5439837782769408
2,SERC,AMBAME,Adult,2018,0.010954893508992796
2,SERC,IXOSCA,Adult,2018,0.009280303030303031
2,SERC,AMBAME,Nymph,2018,0.08157170216259825
2,SERC,IXOSCA,Nymph,2018,0.04565487928811132
17,SOAP,IXOPAC,Adult,2018,0.0058823529411764705
5,STEI,IXOSP,Larva,2018,0.012373737373737374
5,STEI,DERVAR,Adult,2018,0.00625
8,TALL,AMBAME,Adult,2018,0.01525482093663912
8,TALL,DERVAR,Adult,2018,0.0125
8,TALL,IXOSP,Larva,2018,1.1150462962962964
8,TALL,AMBAME,Adult,2018,0.010921717171717173
8,TALL,DERVAR,Adult,2018,0.01875
8,TALL,IXOSCA,Adult,2018,0.00625
8,TALL,AMBAME,Nymph,2018,0.036541756854256854
8,TALL,IXOSCA,Nymph,2018,0.00625
5,TREE,DERVAR,Adult,2018,0.011853948896631824
5,TREE,IXOSCA,Adult,2018,0.007533614759224516
5,TREE,IXOSP,Larva,2018,0.31667146935706697
5,TREE,DERVAR,Adult,2018,0.010142163661581138
5,TREE,IXOSCA,Adult,2018,0.0073055159860715415
5,TREE,IXOSCA,Nymph,2018,0.039152184180256774
6,UKFS,AMBAME,Adult,2018,0.04145404725297218
6,UKFS,AMBMAC,Adult,2018,0.005714285714285714
6,UKFS,DERVAR,Adult,2018,0.005608465608465609
6,UKFS,IXOSP,Larva,2018,2.4215243190664517
6,UKFS,AMBAME,Adult,2018,0.04113789830316605
6,UKFS,DERVAR,Adult,2018,0.01838235294117647
6,UKFS,AMBAME,Nymph,2018,0.05326411065869518
6,UKFS,DERVAR,Nymph,2018,0.00625
9,WOOD,DERVAR,Adult,2018,0.02186011904761905
9,WOOD,DERVAR,Adult,2018,0.02608543417366947
16,ABBY,IXOPAC,Adult,2019,0.006309713375796179
16,ABBY,IXOSP,Larva,2019,0.0375
16,ABBY,IXOPAC,Adult,2019,0.0062798566878980895
16,ABBY,IXOPAC,Nymph,2019,0.00625
1,BART,IXOSP,Larva,2019,0.006060606060606061
1,BART,DERVAR,Adult,2019,0.00625
1,BART,DERVAR,Nymph,2019,0.006060606060606061
1,BART,IXOSCA,Nymph,2019,0.007692307692307693
2,BLAN,DERVAR,Adult,2019,0.006263102725366876
2,BLAN,IXOSP,Larva,2019,0.23338217132860126
2,BLAN,AMBAME,Adult,2019,0.006289308176100629
2,BLAN,DERVAR,Adult,2019,0.006211656441717792
2,BLAN,AMBAME,Nymph,2019,0.007550668826749595
2,BLAN,IXOSCA,Nymph,2019,0.007779360445232508
9,DCFS,DERVAR,Adult,2019,0.008333333333333333
9,DCFS,DERVAR,Adult,2019,0.010416666666666666
8,DELA,AMBAME,Nymph,2019,0.013443260368663595
7,GRSM,DERVAR,Adult,2019,0.006097560975609756
7,GRSM,IXOSCA,Adult,2019,0.00625
7,GRSM,DERVAR,Adult,2019,0.006173780487804878
1,HARV,DERVAR,Adult,2019,0.007866972770818924
1,HARV,IXOSCA,Adult,2019,0.00625
1,HARV,IXOSP,Larva,2019,0.2063858024691358
1,HARV,DERVAR,Adult,2019,0.00625
1,HARV,IXOSCA,Adult,2019,0.00625
1,HARV,IXOSCA,Nymph,2019,0.039256005846375945
14,JORN,IXOSP,Larva,2019,0.013245033112582781
6,KONA,AMBAME,Nymph,2019,0.010817307692307692
6,KONZ,AMBAME,Adult,2019,0.017857142857142856
6,KONZ,DERVAR,Adult,2019,0.007500000000000001
6,KONZ,IXOSP,Larva,2019,4.175
6,KONZ,AMBAME,Adult,2019,0.02291666666666667
6,KONZ,DERVAR,Adult,2019,0.00625
6,KONZ,AMBAME,Nymph,2019,0.04196428571428572
8,LENO,AMBAME,Adult,2019,0.00625
8,LENO,IXOSP,Larva,2019,0.403125
8,LENO,AMBAME,Adult,2019,0.00625
8,LENO,AMBAME,Nymph,2019,0.010146644419725622
7,MLBS,DERVAR,Adult,2019,0.00625
7,MLBS,IXOSP,Larva,2019,0.00625
7,MLBS,DERVAR,Adult,2019,0.005971479500891266
7,MLBS,IXOSCA,Nymph,2019,0.00625
9,NOGP,DERVAR,Adult,2019,0.00625
9,NOGP,DERVAR,Adult,2019,0.01125
11,OAES,AMBAME,Adult,2019,0.00625
11,OAES,DERVAR,Adult,2019,0.008407190498674964
11,OAES,IXOSCA,Adult,2019,0.006436258278145696
11,OAES,IXOSP,Larva,2019,0.5700039808917198
11,OAES,AMBAME,Adult,2019,0.008264462809917356
11,OAES,DERVAR,Adult,2019,0.011424634236704926
11,OAES,AMBAME,Nymph,2019,0.03125
11,OAES,DERVAR,Nymph,2019,0.012903225806451613
7,ORNL,AMBAME,Adult,2019,0.009404495396262397
7,ORNL,DERVAR,Adult,2019,0.006242488332612429
7,ORNL,IXOSCA,Adult,2019,0.006173074724688489
7,ORNL,IXOSP,Larva,2019,0.7039079430017665
7,ORNL,AMBAME,Adult,2019,0.010393812792788244
7,ORNL,DERVAR,Adult,2019,0.006127450980392157
7,ORNL,IXOSCA,Adult,2019,0.006329113924050633
7,ORNL,AMBAME,Nymph,2019,0.029538976455244816
7,ORNL,IXOSCA,Nymph,2019,0.013046028343505567
3,OSBS,AMBAME,Adult,2019,0.04718673258946666
3,OSBS,IXOSP,Larva,2019,1.7531901803009313
3,OSBS,AMBAME,Adult,2019,0.04071919574834245
3,OSBS,DERVAR,Adult,2019,0.00625
3,OSBS,AMBAME,Nymph,2019,0.07677462229385267
2,SCBI,AMBAME,Adult,2019,0.008038911398542067
2,SCBI,DERVAR,Adult,2019,0.007803039209833835
2,SCBI,IXOSP,Larva,2019,0.30654976746014195
2,SCBI,AMBAME,Adult,2019,0.007210893346496287
2,SCBI,DERVAR,Adult,2019,0.008222436784477413
2,SCBI,IXOSCA,Adult,2019,0.006535646797353717
2,SCBI,AMBAME,Nymph,2019,0.011403919602239392
2,SCBI,IXOSCA,Nymph,2019,0.01591312996173664
2,SERC,AMBAME,Adult,2019,0.008997248173003191
2,SERC,DERVAR,Adult,2019,0.006024096385542169
2,SERC,IXOSCA,Adult,2019,0.006535947712418301
2,SERC,IXOSP,Larva,2019,3.09069700281298
2,SERC,AMBAME,Adult,2019,0.014011027548335
2,SERC,IXOSCA,Adult,2019,0.006134969325153374
2,SERC,AMBAME,Nymph,2019,0.041568469271452295
2,SERC,IXOSCA,Nymph,2019,0.030860706136881032
17,SOAP,IXOPAC,Adult,2019,0.014215686274509804
17,SOAP,IXOPAC,Adult,2019,0.0087149064171123
5,STEI,DERVAR,Adult,2019,0.006289308176100629
5,STEI,IXOSP,Larva,2019,0.013888888888888888
5,STEI,IXOSCA,Nymph,2019,0.010594863731656185
8,TALL,AMBAME,Adult,2019,0.011445253136435065
8,TALL,AMBMAC,Adult,2019,0.006896551724137931
8,TALL,IXOSCA,Adult,2019,0.0125
8,TALL,IXOSP,Larva,2019,0.6825760218186694
8,TALL,AMBAME,Adult,2019,0.01219268300224109
8,TALL,AMBAME,Nymph,2019,0.0348126140308549
5,TREE,DERVAR,Adult,2019,0.009438297951204148
5,TREE,IXOSCA,Adult,2019,0.008314173562352246
5,TREE,IXOSP,Larva,2019,0.34366244646832406
5,TREE,DERVAR,Adult,2019,0.009384242706195466
5,TREE,IXOSCA,Adult,2019,0.00852958296281988
5,TREE,DERVAR,Nymph,2019,0.006535947712418301
5,TREE,IXOSCA,Nymph,2019,0.09572347084604865
6,UKFS,AMBAME,Adult,2019,0.015594032444430425
6,UKFS,DERVAR,Adult,2019,0.006066176470588235
6,UKFS,IXOSP,Larva,2019,11.458620689655172
6,UKFS,AMBAME,Adult,2019,0.019382763150090992
6,UKFS,DERVAR,Adult,2019,0.0058874458874458874
6,UKFS,AMBAME,Nymph,2019,0.0747518411511785
6,UKFS,IXOSCA,Nymph,2019,0.00625
5,UNDE,DERVAR,Adult,2019,0.006896551724137931
9,WOOD,DERVAR,Adult,2019,0.00876602564102564
9,WOOD,DERVAR,Adult,2019,0.006282051282051282
